區域,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
安平區,金城里,10月12日,一,08:15,台南市安平區同平路,22.9952916,120.1527992,1,1,1,16,35
安南區,大安里,10月12日,一,08:15,台南市安南區大安街,23.0385168,120.1929134,1,1,1,17,34
南區,喜北里,10月12日,一,08:15,台南市南區喜樹路,22.9429798,120.1798113,5,4,1,42,92
永康區,安康里,10月12日,一,08:15,台南市永康區大橋一街,23.0174773,120.2286974,6,5,1,35,82
東區,裕農里,10月12日,一,13:30,台南市東區裕豐街214巷,22.9881152,120.2280762,4,3,1,30,66
東區,崇善里,10月12日,一,13:30,台南市東區崇善路,22.9726201,120.2297514,1,1,1,2,6
中西區,水仙里,10月12日,一,13:30,台南市中西區和平街,22.9965807,120.1967339,6,5,1,38,86
北區,文成里,10月12日,一,13:30,台南市北區和緯路三段,23.0105336,120.1972508,4,3,1,33,68
安平區,石門里,10月12日,一,13:30,台南市安平區安北路,23.0004927,120.1543945,1,1,1,16,35
安南區,安富里,10月12日,一,13:30,台南市安南區郡安路五段178巷,23.0278475,120.1955101,2,2,1,45,98
南區,喜北里,10月12日,一,13:30,台南市南區喜樹路222巷,22.9423428,120.1758477,3,2,1,13,30
永康區,勝利里,10月12日,一,13:30,台南市永康區勝學路,23.0045513,120.2309903,3,2,1,18,39
東區,東聖里,10月13日,二,09:00,台南市東區富農街二段,22.9861816,120.2356782,9,8,1,56,136
中西區,民權里,10月13日,二,09:00,      和平街,22.9717524,120.2284234,5,4,1,42,100
北區,華興里,10月13日,二,09:00,林森路三段,24.1124165,120.4954821,6,5,1,29,70
安南區,海東里,10月13日,二,09:00,海環街,24.1124165,120.4954821,6,5,1,29,78
南區,文南里,10月13日,二,09:00,中華西路及永南二街,23.0066086,120.2241747,6,5,1,40,84
永康區,五王里,10月13日,二,09:00,五王里中山東路218巷,24.1371928,120.6532212,6,5,1,40,84
東區,崇成里,10月13日,二,14:00,台南市東區崇德十二街,22.9871073,120.1657127,2,2,1,20,43
中西區,民權里,10月13日,二,14:00,康樂街與和平街口,23.0428466,120.1844144,1,1,1,14,32
北區,東興里,10月13日,二,14:00,    東興路2段,23.0229294,120.1900606,1,1,1,14,32
安平區,育平里,10月13日,二,14:00,    府平路,22.982861,120.1864918,5,4,1,31,78
安南區,海佃里,10月13日,二,14:00,國安街56巷,22.9854588,120.1895508,6,5,1,27,66
南區,文華里,10月13日,二,14:00,文南路及文南一街交叉口,23.0111636,120.235977,8,7,1,37,90
永康區,五王里,10月13日,二,14:00,永康區中山東路218巷,23.0111636,120.235977,6,5,1,37,86
東區,大同里,10月14日,三,09:00,台南市東區大同路一段197巷31號對面工廠集合(工廠後門),22.9838703,120.2119972,10,9,1,65,150
中西區,三合里,10月14日,三,09:00,海安路二段297號,22.9968325,120.1970636,4,3,1,62,106
北區,成德里,10月14日,三,09:00,順德公園(中華北路二段194巷50弄40號前),23.0200114,120.2031139,4,3,1,21,60
安南區,幸福里,10月14日,三,09:00,府安路六段46號,23.019107,120.1898767,1,1,1,21,60
南區,廣州里,10月14日,三,09:00,廣州里活動中心(健民街2號),25.142778,121.737799,6,5,1,35,72
永康區,尚頂里,10月14日,三,09:00,中華路920號(尚頂里活動中心)奇美醫院路橋下,24.6855959,120.9071077,6,5,1,28,60
東區,泉南里,10月14日,三,14:00,台南市東區林森路一段153巷27弄7號(曼哈頓大樓),22.9834636,120.2149778,5,4,1,31,49
中西區,三合里,10月14日,三,14:00,海安路二段297號,22.9968325,120.1970636,4,3,1,19,46
北區,和順里,10月14日,三,14:00,和順里活動中心(公園南路406號),23.0038331,120.201242,4,3,1,29,64
安平區,平通里,10月14日,三,14:00,平通路580巷102號(平通里活動中心),22.9970025,120.1706728,2,2,1,97,116
安南區,海佃里,10月14日,三,14:00,郡安路六段55巷70號,23.0271309,120.1876319,2,2,1,27,72
南區,府南里,10月14日,三,14:00,大成路二段143巷55號眾善堂前,22.9733077,120.1934016,6,5,1,30,72
永康區,尚頂里,10月14日,三,14:00,中華路920號(尚頂里活動中心)奇美醫院路橋下,24.6855959,120.9071077,6,5,1,25,62
中西區,民生里,10月15日,四,08:15,台南市中西區保安路,22.9767215,120.2154229,6,5,1,41,102
東區,大福里,10月15日,四,08:15,台南市東區立德七路,22.9912604,120.1916428,2,1,1,13,30
北區,光武里,10月15日,四,08:15,台南市北區北門路二段,23.0119894,120.2164217,8,7,1,34,72
安平區,國平里,10月15日,四,08:15,台南市安平區建平五街184巷,22.9888505,120.1767037,2,3,1,35,73
南區,南都里,10月15日,四,08:15,台南市南區中華南路二段,22.961445,120.187074,6,5,1,26,76
永康區,中華里,10月15日,四,08:15,台南市永康區忠勇街,23.0007753,120.2380043,6,5,1,36,84
中西區,民生里、郡西里,10月15日,四,13:30,台南市中西區郡西路,22.989445,120.194075,6,5,1,41,102
東區,後甲里,10月15日,四,13:30,台南市東區裕農路,22.9892238,120.2395567,12,11,1,82,208
北區,賢北里,10月15日,四,13:30,台南市北區賢北街15巷,23.0058531,120.182738,4,3,1,19,42
安南區,海南里,10月15日,四,13:30,台南市安南區府安路六段103巷,23.0201114,120.187081,2,2,1,44,104
南區,南都里,10月15日,四,13:30,台南市南區中華南路二段,22.961445,120.187074,6,5,1,26,76
東區,忠孝里,10月16日,五,08:15,台南市東區中華東路三段380巷,22.974765,120.2197537,5,4,1,44,98
南區,大忠里,10月16日,五,08:15,台南市南區大同路2段482巷,22.9725461,120.2125515,8,7,1,45,116
北區,大港里,10月16日,五,08:15,台南市北區大和路360巷,23.0150932,120.1890247,3,2,1,17,40
北區,元寶里,10月16日,五,08:15,台南市北區北園街,23.0112414,120.2224925,3,2,1,18,42
中西區,建國里,10月16日,五,08:15,台南市中西區新美街巷口,22.995018,120.2003356,2,1,1,23,65
中西區,永華里,10月16日,五,08:15,台南市中西忠義路二段,22.9908854,120.2025275,1,1,1,7,30
安南區,安和里,10月16日,五,08:15,台南市安南區府安路三段289巷,23.0299189,120.2175663,1,1,1,15,38
安南區,安東里,10月16日,五,08:15,台南市安南區安和路一段220巷,23.031478,120.2140359,1,1,1,10,24
永康區,復華里,10月16日,五,08:15,台南市永康區國華街,23.0169614,120.2443626,3,2,1,19,42
安平區,平通里,10月16日,五,08:15,台南市安平區育平九街372巷,22.9965701,120.1668323,2,2,1,23,50
東區,崇信里,10月16日,五,13:15,台南市東區崇善一街,22.98007,120.2275931,4,3,1,38,70
南區,大忠里,10月16日,五,13:15,台南市南區中華南路一段175巷,22.9693566,120.2121505,6,5,1,27,72
北區,重興里,10月16日,五,13:15,台南市北區林森路三段,23.0066086,120.2241747,4,3,1,31,68
中西區,安海里,10月16日,五,13:15,台南市中西區民生路二段,22.9972279,120.1886671,1,1,1,13,46
中西區,西賢里,10月16日,五,13:15,台南市中西區湖美街與湖美街101巷,23.0021244,120.1799522,2,1,1,12,45
安南區,海東里,10月16日,五,13:15,台南市安南區海佃路二段483巷,23.0411806,120.1859277,1,1,1,10,24
安南區,溪墘里,10月16日,五,13:15,台南市安南區安寧街91巷,23.0233793,120.1935021,1,1,1,18,44
永康區,復華里,10月16日,五,13:15,台南市永康區國華街,23.014561,120.246974,6,5,1,31,72
安平區,華平里,10月16日,五,13:15,台南市安平區建平八街372巷,22.9914586,120.1744189,2,2,1,27,56
東區,和平里,10月17日,六,08:15,臺南市東區文化路,22.9778359,120.2330687,7,6,1,69,154
南區,明興里,10月17日,六,08:15,台南市南區德興路,22.9652114,120.1923945,1,1,1,7,16
南區,郡南里,10月17日,六,08:15,台南市南區德興路,22.9652114,120.1923945,4,3,1,18,46
安南區,淵西里,10月17日,六,08:15,台南市安南區安中路四段290巷,23.0516286,120.1677968,1,1,1,15,36
安南區,溪心里,10月17日,六,08:15,台南市安南區安中路二段,23.0472321,120.184714,1,1,1,17,40
歸仁區,八甲里,10月17日,六,08:15,台南市歸仁區大仁七街,22.9747131,120.2989342,1,1,1,4,4
歸仁區,許厝里,10月17日,六,08:15,台南市歸仁區公園路與公園八街,22.9642889,120.2974875,1,1,1,6,4
新化,清水/觀音,10月17日,六,08:15,台南市新化區健康路,23.0319807,120.3067181,3,2,1,21,20
東區,泉南里,10月17日,六,13:30,台南市東區東門路一段,22.9872381,120.21551,7,6,1,35,78
東區,仁和里,10月17日,六,13:30,臺南市東區仁和路,22.9690463,120.2345486,2,1,1,19,44
南區,建南里,10月17日,六,13:30,台南市南區德興路232巷,22.9602436,120.1926364,6,5,1,34,86
安南區,溪心里,10月17日,六,13:30,台南市安南區海佃路三段,23.0487592,120.18231,1,1,1,19,44
安南區,安西里,10月17日,六,13:30,台南市安南區安通路四段47巷,23.029828,120.2111489,1,1,1,21,48
仁德區,成功里,10月17日,六,13:30,台南市仁德區保華路與崇德路交叉口,22.9593157,120.2268567,2,1,1,9,8
新化,武安市場,10月17日,六,13:30,台南市新化區健康路,23.0319807,120.3067181,2,1,1,21,20
北區,振興里,10月18日,日,08:15,台南市北區長榮路4段,23.0067335,120.2212428,3,2,1,12,26
北區,正覺里,10月18日,日,08:15,台南市北區公園路769巷,23.0185361,120.2150908,2,1,1,16,36
中西區,仙草里,10月18日,日,08:15,台南市中西區府緯街4巷,22.9843172,120.1995212,6,5,1,33,85
永康區,中興里,10月18日,日,08:15,台南市永康區中山東路,23.0075357,120.2380361,2,1,1,10,24
永康區,大橋里,10月18日,日,08:15,台南市永康區大橋一街253巷,23.0150646,120.2248661,1,1,1,8,16
安平區,建平里,10月18日,日,08:15,台南市安平區永華五街,22.9917952,120.1795636,1,1,1,14,30
安平區,文平里,10月18日,日,08:15,台南市安平區健康一街16巷,22.9829685,120.1798235,1,1,1,14,30
麻豆區,東角里,10月18日,日,08:15,台南市麻豆區忠孝路,23.1839989,120.256533,1,1,1,15,14
麻豆區,晉江里,10月18日,日,08:15,台南市麻豆區民權路,23.18129,120.251622,1,1,1,15,14
新市區,新和里,10月18日,日,08:15,台南市新市區中興街1,23.0786111,120.29489,2,1,1,13,14
北區,永祥里,10月18日,日,13:30,台南市北區大武街597巷,23.0176225,120.2227661,2,1,1,15,32
北區,永祥里,10月18日,日,13:30,台南市北區大武街597巷,23.0176225,120.2227661,3,2,1,21,44
中西區,普濟里,10月18日,日,13:30,台南市中西區成功路,22.9997379,120.2005111,2,1,1,5,25
中西區,青年里,10月18日,日,13:30,台南市中西區青年路,22.9919878,120.2090649,4,3,1,21,60
永康區,西勢里,10月18日,日,13:30,台南市永康區富強路一段2巷,23.0136389,120.2722515,2,1,1,14,30
安平區,金城里,10月18日,日,13:30,台南市安平區世平路,22.9967723,120.1489778,1,1,1,5,9
安平區,國平里,10月18日,日,13:30,台南市安平區建平一街202巷,22.9854196,120.1763407,2,1,1,22,44
麻豆區,大埕里,10月18日,日,13:30,台南市麻豆區大同街,23.1938794,120.3174991,1,1,1,10,9
麻豆區,市五市場,10月18日,日,13:30,台南市麻豆中正路,23.185392,120.2497,1,1,1,10,9
新市區,新和里,10月18日,日,13:30,台南市新市區中興街,23.0786111,120.29489,2,1,1,13,14
東區,龍山里,10月19日,一,08:15,台南市東區林森路一段,22.9849348,120.2219427,2,1,1,20,51
東區,莊敬里,10月19日,一,08:15,台南市東區莊敬路205巷,22.9969634,120.23219,7,6,1,30,72
南區,府南里A,10月19日,一,08:15,台南市南區永成路三段,22.9743809,120.195244,1,1,1,5,14
南區,府南里B,10月19日,一,08:15,台南市南區金華路一段530巷,22.9614612,120.1890713,4,3,1,18,48
南區,喜北里,10月19日,一,08:15,台南市南區喜樹路206巷,22.9432293,120.1781775,3,2,1,17,46
北區,華興里、國興里,10月19日,一,08:15,台南市北區林森路三段,23.0066086,120.2241747,4,3,1,26,58
中西區,法華里,10月19日,一,08:15,台南市中西區府連路,22.9825225,120.2096961,6,5,1,36,90
安南區,淵東里,10月19日,一,08:15,台南市海佃路四段,23.0556501,120.177166,1,1,1,17,42
安南區,州南里,10月19日,一,08:15,台南市長和路二段,23.0633841,120.2200855,1,1,1,13,34
安平區,育平里,10月19日,一,08:15,台南市育平五街,22.990794,120.1682331,2,1,1,18,44
安平區,海頭里,10月19日,一,08:15,台南市古堡街,23.0027938,120.157375,1,1,0,8,22
東區,東明里,10月19日,一,13:30,台南市東區東平路,22.9955708,120.2262888,5,4,1,31,72
東區,小東里,10月19日,一,13:30,台南市東安路251巷,22.9964818,120.2256961,2,1,1,10,24
南區,光明里,10月19日,一,13:30,台南市新建路17巷,22.9727896,120.1859204,5,4,1,15,46
北區,文成里,10月19日,一,13:30,台南市文賢一路,23.0081211,120.1960877,6,5,1,42,90
中西區,法華里,10月19日,一,13:30,台南市府連路,22.9825225,120.2096961,5,4,1,36,90
安南區,安順里,10月19日,一,13:30,台南市開安三街,23.0486332,120.223921,1,1,1,17,42
永康區,鹽行里,10月19日,一,13:30,台南市新民街,49.279711,129.6461416,5,4,1,35,76
安平區,育平里,10月19日,一,13:30,台南市永華路二段,22.9913383,120.166243,1,0,1,3,6
安平區,平安里,10月19日,一,13:30,台南市安平路606巷,22.999176,120.1691073,1,1,0,10,26
東區,大同里,10月20日,二,08:15,台南市東區大同路一段,22.9872059,120.2114051,2,1,1,16,34
東區,成大里,10月20日,二,08:15,台南市東區民族路一段,22.9941286,120.2150235,3,2,1,13,32
北區,國興里,10月20日,二,08:15,台南市北區南園街101巷,23.0081474,120.2258835,8,7,1,32,66
北區,大豐里,10月20日,二,08:15,台南市北區武聖路,23.008084,120.1872052,4,3,1,33,68
中西區,大涼里,10月20日,二,08:15,台南市中西區永華一街,22.9894717,120.1890318,2,1,1,10,24
中西區,五妃里,10月20日,二,08:15,台南市中西區南門路,22.9830731,120.2040197,4,3,1,18,38
南區,大恩里A,10月20日,二,08:15,台南市南區大同路二段686巷,22.9677537,120.2157711,3,2,1,10,28
南區,大恩里B,10月20日,二,08:15,台南市南區國民路176巷,22.9677266,120.2115816,2,1,1,10,28
永康區,三合里,10月20日,二,08:15,台南市永康區南工街,23.0103698,120.2400426,2,1,1,15,34
安南區,塭南里,10月20日,二,08:15,台南市安南區環福街,23.0736838,120.2217666,1,1,1,8,24
安平區,金城里,10月20日,二,08:15,台南市安平區湖內二街,22.9984491,120.158737,1,1,1,10,22
安平區,育平里,10月20日,二,08:15,台南市安平區平豐路,22.9913997,120.1639957,1,1,1,4,9
東區,新東里,10月20日,二,13:15,台南市東區林森路二段,23.0002278,120.2245733,4,3,1,30,68
東區,崇信里,10月20日,二,13:15,台南市東區崇學路230巷,22.9814661,120.2261284,1,1,0,8,20
北區,成功里1,10月20日,二,13:15,台南市北安路一段176巷,23.018218,120.20905,2,1,1,16,34
北區,成功里2,10月20日,二,13:15,台南市北安路一段176巷,23.018218,120.20905,2,1,1,16,34
中西區,大涼里,10月20日,二,13:15,台南市中西區金城街,22.994216,120.1883564,2,1,1,11,26
中西區,三合里,10月20日,二,13:15,台南市中西區民族路三路,22.994328,120.2114573,2,1,1,13,30
南區,文南里A,10月20日,二,13:15,台南市南區永南四街及南豐街,22.9840326,120.1887933,3,2,1,11,32
南區,文南里B,10月20日,二,13:15,台南市南區健康路二段,22.9825699,120.1852818,3,2,1,9,26
永康區,三合里,10月20日,二,13:15,台南市永康區南工街,23.0132511,120.2390239,2,1,1,11,26
安南區,國安里,10月20日,二,13:15,台南市安南區郡安路六段120巷,23.0267699,120.1847001,2,1,1,34,80
安南區,梅花里,10月20日,二,13:15,台南市安南區安中路一段639巷,23.0400756,120.1972734,1,1,1,9,26
安平區,建平里,10月20日,二,13:15,台南市安平區建平八街,22.9906759,120.1802356,1,1,1,8,18
安平區,建平里,10月20日,二,13:15,台南市安平區怡平路,22.9932557,120.1792167,1,1,1,8,18
東區,東門里,10月21日,三,08:15,台南市東區東門路一段,22.9952871,120.1951361,4,3,1,20,48
東區,崇善里,10月21日,三,08:15,台南市東區崇善六街,22.9729048,120.230259,4,3,1,25,60
中西區,民生里、郡西里,10月21日,三,08:15,台南市中西區康樂街與大勇街,22.9882114,120.2143944,2,1,1,15,36
中西區,西賢里,10月21日,三,08:15,台南市中西區民權路與西賢六街,22.9982223,120.1933076,2,1,1,18,42
北區,華興里、力行里,10月21日,三,08:15,台南市北區力行一街,23.0082926,120.2286683,5,4,1,39,82
北區,實踐里,10月21日,三,08:15,台南市北區北門路三段,23.0140972,120.217268,1,1,1,6,14
南區,喜東里,10月21日,三,08:15,台南市南區明興路,22.948304,120.1837586,2,1,1,9,26
南區,大林里,10月21日,三,08:15,台南市南區大林路,22.9758433,120.2131139,2,1,1,7,18
永康區,六合里,10月21日,三,08:15,台南市永康區六合路58巷,23.0103975,120.2318204,2,1,1,12,26
安平區,平安里,10月21日,三,08:15,台南市安平區安平路500巷,22.9988534,120.1722788,1,1,1,8,20
安南區,溪頂里,10月21日,三,08:15,台南市安南區泰安街,23.027609,120.207966,2,1,1,29,74
